Model,Sampler,PR_AUC,ROC_AUC,F1_Score,Recall,Lift_Top10,Gain_Top10,Time_Sec
Balanced_Bagging,SMOTE_ENN,0.3098427391333177,0.8032674415948919,0.26454516232722597,0.4608062709966405,6.612843179434265,0.6612541993281075,26.464082717895508
BalancedRandomForest,SMOTE_ENN,0.30584793361885465,0.8739385253132825,0.1938984256870942,0.6103023516237402,7.335160512327593,0.7334826427771557,13.806474924087524
RusBoost,SMOTE_Tomek,0.304121168174302,0.8465338440214063,0.10463570824439164,0.7273236282194849,6.388868812645636,0.6388577827547592,7.664602041244507
LightGBM,SMOTE_ENN,0.2922228475470589,0.9026832114587333,0.32311084385648425,0.45128779395296753,7.251170124781857,0.72508398656215,9.638046264648438
RusBoost,Over_SMOTE,0.28865082445588836,0.8359619965033087,0.10311883142518752,0.7312430011198209,6.080904058311272,0.6080627099664053,3.6741554737091064
BalancedRandomForest,Over_ROS,0.2699051816465941,0.8504242298306043,0.1546801590169859,0.47928331466965285,6.047307903292977,0.6047032474804032,6.378350734710693
RusBoost,Under_TomekLinks,0.26614522474006075,0.8343622655741062,0.09553280964849639,0.6741321388577828,5.604958528885436,0.5604703247480403,10.229629755020142
RusBoost,Over_BORDER_SMOTE,0.2474345605677799,0.8661000564695973,0.11702737940026076,0.6282194848824189,6.299279065930184,0.6298992161254199,3.062786340713501
SVC_linear,Passthrough,0.24715487338278874,0.8310242720852232,0.14111675126903553,0.07782754759238522,5.879327128201505,0.5879059350503919,1.5591681003570557
LogisticRegressionCV_linear,Passthrough,0.24537099167101556,0.851774063436779,0.101159114857745,0.05375139977603583,6.0921027766507025,0.6091825307950728,9.40473198890686
LogisticRegression_linear,Passthrough,0.24494242038961533,0.8518824888766667,0.101159114857745,0.05375139977603583,6.0921027766507025,0.6091825307950728,7.140043020248413
SVC_linear,Under_TomekLinks,0.24454845811240483,0.8318473624864442,0.14387031408308004,0.07950727883538634,5.896125205710653,0.589585666293393,7.9206764698028564
LogisticRegressionCV_linear,Under_TomekLinks,0.24362357727929557,0.8519853526338088,0.10215903106898368,0.05431131019036954,6.0921027766507025,0.6091825307950728,16.592493534088135
LogisticRegression_linear,Under_TomekLinks,0.24319497805645524,0.8520925607511269,0.101159114857745,0.05375139977603583,6.0921027766507025,0.6091825307950728,9.880353689193726
EasyEnsemble,Over_ROS,0.23991446457427956,0.8877719777187976,0.08898089171974523,0.7821948488241881,6.500855996039951,0.6500559910414334,9.12683916091919
EasyEnsemble,SMOTE_Tomek,0.2359708447570383,0.8853499743776143,0.09192728239555983,0.7743561030235162,6.54005151022796,0.6539753639417694,18.16229510307312
RandomForest_Internal,Passthrough,0.23579694949530838,0.753545928607986,0.1817511520737327,0.27603583426651734,3.734772566200385,0.3734602463605823,17.11274003982544
EasyEnsemble,SMOTE_ENN,0.23459483290148583,0.8882723311094718,0.10051373687737324,0.7558790593505039,6.887211778750335,0.6886898096304591,17.211207389831543
EasyEnsemble,Over_SMOTE,0.23383283240490696,0.8848594722825506,0.09043512476637046,0.7721164613661814,6.456061122682224,0.6455767077267637,11.79595422744751
EasyEnsemble,Under_TomekLinks,0.23259984507689704,0.889807270205922,0.09327299743347292,0.7732362821948489,6.60724382026455,0.6606942889137738,9.371622323989868
LogisticRegression_linear,SMOTE_Tomek,0.2315876863831129,0.8619490058294036,0.3323038912909203,0.3012318029115342,6.400067530985067,0.6399776035834267,7.495943546295166
LogisticRegressionCV_linear,SMOTE_Tomek,0.23158675534874543,0.8619475051089869,0.33240654927401914,0.3012318029115342,6.400067530985067,0.6399776035834267,16.027418851852417
LogisticRegressionCV_linear,Over_SMOTE,0.2310648098810748,0.8619934284419084,0.3303598892648416,0.30067189249720044,6.400067530985067,0.6399776035834267,9.008634567260742
LogisticRegression_linear,Over_SMOTE,0.2310291759019048,0.8619965876838156,0.33015090853095164,0.30011198208286677,6.400067530985067,0.6399776035834267,3.5917587280273438
RusBoost,SMOTE_ENN,0.22874071324102035,0.8623035719606326,0.10401796455208918,0.7262038073908175,6.38326945347592,0.6382978723404256,9.186859130859375
LogisticRegressionCV_linear,Over_ROS,0.22730043122863863,0.8615151913547991,0.336010279473177,0.29283314669652855,6.467259841021656,0.6466965285554311,8.650295972824097
LogisticRegression_linear,Over_ROS,0.22725471682870121,0.8615166244461843,0.33494053359048537,0.29171332586786114,6.467259841021656,0.6466965285554311,1.0475122928619385
RusBoost,Passthrough,0.22713591863004762,0.8532877171006241,0.09425981873111783,0.6987681970884658,6.013711748274683,0.6013437849944009,4.967543363571167
SVC_linear,SMOTE_Tomek,0.22613144990589226,0.8565821011355971,0.3130434782608696,0.3023516237402016,6.215288678384448,0.6215005599104143,8.68305492401123
SVC_linear,Over_SMOTE,0.22546887817769692,0.8566808040970775,0.3119584055459272,0.3023516237402016,6.220888037554165,0.6220604703247481,1.562964677810669
RusBoost,Over_ROS,0.22244897200138025,0.8707883231533606,0.28071654373024235,0.3729003359462486,5.901724564880369,0.5901455767077267,1.1763675212860107
LogisticRegressionCV_linear,SMOTE_ENN,0.2216458786334248,0.8609966731282663,0.3195458231954582,0.33090705487122063,6.484057918530803,0.6483762597984323,16.51953959465027
LogisticRegression_linear,SMOTE_ENN,0.22158247576717713,0.8609789382198233,0.3191316146540027,0.3292273236282195,6.484057918530803,0.6483762597984323,7.938177585601807
SGDC_linear,Passthrough,0.221283786766461,0.8514101097518707,0.11944869831546708,0.06550951847704367,6.153695727517576,0.6153415453527435,0.9530606269836426
SGDC_linear,SMOTE_ENN,0.22025419194429097,0.8594284653788888,0.31295060080106807,0.3281075027995521,6.467259841021656,0.6466965285554311,9.152377843856812
SGDC_linear,Under_TomekLinks,0.22014224706691868,0.84603156642376,0.10625,0.05711086226203808,5.996913670765537,0.5996640537513998,7.8560357093811035
EasyEnsemble,Passthrough,0.21913886269376245,0.88925111481306,0.0892463851383702,0.7827547592385219,6.590445742755403,0.6590145576707727,3.4287333488464355
SVC_linear,Over_ROS,0.21693624981743478,0.8558139029650667,0.3206672845227062,0.29059350503919373,6.260083551742175,0.6259798432250839,1.6946027278900146
SGDC_linear,SMOTE_Tomek,0.20957004148979672,0.8634116672033836,0.30967050629520493,0.3236282194848824,6.46166048185194,0.6461366181410975,7.869349718093872
SGDC_linear,Over_SMOTE,0.208011605466099,0.8604381346171461,0.2893481717011129,0.3057110862262038,6.355272657627342,0.635498320268757,1.2505543231964111
SVC_linear,SMOTE_ENN,0.2040796444690615,0.8557555358903213,0.296760710553814,0.3180291153415454,6.282480988421037,0.6282194848824189,9.836059808731079
LogisticRegressionCV_linear,Over_BORDER_SMOTE,0.19460345137661444,0.8622658027566701,0.14064524930086625,0.5772676371780515,6.478458559361088,0.6478163493840985,10.634183406829834
LogisticRegression_linear,Over_BORDER_SMOTE,0.19455262002726054,0.862275055052286,0.14064524930086625,0.5772676371780515,6.478458559361088,0.6478163493840985,1.7564952373504639
SGDC_linear,Over_ROS,0.19182492582106742,0.8615331613546382,0.28744088281660535,0.30627099664053753,6.428064326833646,0.6427771556550952,1.1824052333831787
PassiveAggressive_linear,Passthrough,0.1835641627812057,0.793382239686228,0.042048517520215635,0.021836506159014557,5.4593751904728265,0.5459126539753639,1.585801124572754
LogisticRegressionCV_Internal_linear,Passthrough,0.1801226169497295,0.8628694788157726,0.08425245098039216,0.7698768197088466,6.355272657627342,0.635498320268757,7.991497755050659
LogisticRegression_Internal_linear,Passthrough,0.18010998223997368,0.8628698523856617,0.08424728876907052,0.7698768197088466,6.355272657627342,0.635498320268757,0.8909749984741211
Ridge_linear,SMOTE_Tomek,0.1766108197376138,0.8506615819682607,0.3018621365566808,0.25867861142217247,6.097702135820419,0.6097424412094065,7.380403995513916
Ridge_linear,Over_SMOTE,0.17599429102620265,0.850620685726692,0.29846855653307264,0.2564389697648376,6.0921027766507025,0.6091825307950728,0.8800005912780762
PassiveAggressive_linear,Under_TomekLinks,0.17381893880208943,0.8001735856898411,0.02591792656587473,0.013437849944008958,5.464974549642542,0.5464725643896976,7.7360193729400635
SGDC_linear,Over_BORDER_SMOTE,0.17158604084642962,0.8613306156252717,0.14236446406400882,0.5778275475923852,6.500855996039951,0.6500559910414334,1.8389954566955566
SVC_Internal_linear,Passthrough,0.16877884696616646,0.8569668491375231,0.051474530831099194,0.026875699888017916,6.260083551742175,0.6259798432250839,1.3915317058563232
Ridge_linear,Over_ROS,0.16792724728300293,0.8496764846115034,0.27678871346993617,0.23068309070548712,6.114500213329566,0.6114221724524076,0.8866062164306641
Ridge_linear,Passthrough,0.16717503708699488,0.8396948485343494,0.072544080604534,0.040313549832026875,6.0641059808021245,0.6063829787234043,0.7895810604095459
PassiveAggressive_linear,SMOTE_ENN,0.1648037960850985,0.8391426220661834,0.275,0.2525195968645017,6.282480988421037,0.6282194848824189,9.565204620361328
PassiveAggressive_linear,SMOTE_Tomek,0.1647646755372564,0.8505201181361959,0.23059360730593606,0.1696528555431131,6.170493805026724,0.6170212765957447,8.668982744216919
Ridge_linear,Under_TomekLinks,0.16438493211303867,0.8400386938538464,0.071,0.03975363941769317,6.0641059808021245,0.6063829787234043,7.014672040939331
SVC_linear,Over_BORDER_SMOTE,0.16427225061088466,0.8584837361131673,0.12510259115957323,0.5974244120940649,6.388868812645636,0.6388577827547592,2.236053228378296
PassiveAggressive_linear,Over_SMOTE,0.15838134828943634,0.8469700995820101,0.22617124394184168,0.15677491601343785,6.036109184953546,0.6035834266517357,2.0388243198394775
PassiveAggressive_linear,Over_BORDER_SMOTE,0.15259100556843502,0.8573830671821776,0.20970225872689938,0.4574468085106383,6.232086755893596,0.6231802911534154,3.4504647254943848
Ridge_linear,SMOTE_ENN,0.15127670119165004,0.8468494010830925,0.30477855477855476,0.29283314669652855,6.136897650008429,0.6136618141097424,8.461936235427856
EasyEnsemble,Over_BORDER_SMOTE,0.13964752641449074,0.8784720873667128,0.08583690987124463,0.7502799552071668,6.164894445857008,0.616461366181411,39.06936979293823
Ridge_Internal_linear,Passthrough,0.136907856181698,0.8500981806077217,0.018712162905888827,0.009518477043673012,5.582561092206572,0.5582306830907054,0.8164613246917725
Ridge_linear,Over_BORDER_SMOTE,0.129365473018137,0.8508932951328494,0.11152535151256923,0.5862262038073908,5.968916874916957,0.5968645016797313,1.3806955814361572
PassiveAggressive_linear,Over_ROS,0.1240309676980706,0.8453653463921,0.19254887495389156,0.14613661814109744,6.2880803475907525,0.6287793952967525,2.3380792140960693
SGDC_Internal_linear,Passthrough,0.11623021875776253,0.8565284874156478,0.08051327961802447,0.7553191489361702,6.299279065930184,0.6298992161254199,2.2202048301696777
SVC_linear,Under_NearMiss,0.11587729673907722,0.7389400270642368,0.026268793271810753,0.8359462486002239,3.4604039668843147,0.3460246360582307,2.075439453125
PassiveAggressive_linear,Under_NearMiss,0.09677601576443079,0.7270008300207668,0.027070034569165766,0.8286674132138858,3.07404818417393,0.30739081746920494,2.1086435317993164
PassiveAggressive_Internal_linear,Passthrough,0.09503812094592883,0.816224073943754,0.0,0.0,4.619471315015469,0.46192609182530797,1.9068291187286377
LogisticRegression_linear,Under_NearMiss,0.06646072967493852,0.7365590181877395,0.031207495021816956,0.8029115341545353,3.1692372900590975,0.3169092945128779,4.79817271232605
SGDC_linear,Under_NearMiss,0.059172120434952756,0.737166579695732,0.03145573446172446,0.8012318029115342,3.23083024092597,0.32306830907054873,1.8851916790008545
Ridge_linear,Under_NearMiss,0.045264512451476405,0.7306235513941931,0.02846639077504118,0.7933930571108623,3.4772020443934615,0.3477043673012318,1.8604786396026611
EasyEnsemble,Under_NearMiss,0.03090847608598394,0.7438292582461978,0.02278236239344173,0.9367301231802911,2.911666768252174,0.2911534154535274,4.1056060791015625
CatBoost,Under_NearMiss,0.0308271347975937,0.7440596751876798,0.021757994120161113,0.9406494960806271,3.6675802561637965,0.36674132138857785,17.449093103408813
LightGBM,Under_NearMiss,0.02272238376619717,0.7329448196825163,0.0216682769726248,0.9417693169092946,2.5869039364086626,0.25867861142217247,2.786649227142334
GradientBoosting,Under_NearMiss,0.015976705376079786,0.6747920565077787,0.02184225616431215,0.9384098544232923,1.51742633499296,0.1517357222844345,3.4362354278564453
XGBoost,Under_NearMiss,0.015249985794933639,0.6673486442627014,0.021693009098940497,0.9417693169092946,1.2542564540163212,0.12541993281075028,2.1386446952819824
