Model,Sampler,PR_AUC,ROC_AUC,F1_Score,Recall,Lift_Top10,Gain_Top10,Time_Sec
LogisticRegression_linear,Over_SMOTE,0.23554916587692176,0.871170630069287,0.2888050314465409,0.3213885778275476,6.652038693622275,0.6651735722284434,5.078211545944214
LogisticRegressionCV_linear,SMOTE_Tomek,0.23267364775768581,0.8720455436313335,0.3236957888120679,0.2883538633818589,6.708032285319431,0.6707726763717805,138.7017946243286
LogisticRegressionCV_linear,Over_SMOTE,0.23241039538946057,0.8720480684485152,0.322884012539185,0.2883538633818589,6.708032285319431,0.6707726763717805,13.917982339859009
SVC_linear,SMOTE_Tomek,0.22809449786486927,0.8678805259858886,0.2657646774583233,0.3079507278835386,6.467259841021656,0.6466965285554311,126.21375823020935
SVC_linear,Over_SMOTE,0.22779498653820202,0.8679272544263298,0.26573426573426573,0.30851063829787234,6.467259841021656,0.6466965285554311,2.471186876296997
LogisticRegression_linear,SMOTE_ENN,0.22691599837937235,0.8699518550855931,0.29473684210526313,0.3527435610302352,6.820019468713746,0.6819708846584547,136.4797990322113
LogisticRegressionCV_linear,Passthrough,0.22480743168019743,0.8670057444614754,0.07778369738945125,0.040873460246360585,6.428064326833646,0.6427771556550952,14.026338338851929
SGDC_linear,Under_TomekLinks,0.22417921853360612,0.7808033589549463,0.17237903225806453,0.09574468085106383,5.722545071449465,0.5722284434490481,107.62779235839844
EasyEnsemble,Over_SMOTE,0.22402451267983747,0.8756549533570297,0.08683269516787444,0.7681970884658454,6.422464967663931,0.6422172452407615,9.212523698806763
LogisticRegressionCV_linear,Under_TomekLinks,0.22400750014365445,0.8672477501205955,0.07778369738945125,0.040873460246360585,6.428064326833646,0.6427771556550952,119.95840382575989
LogisticRegression_linear,Over_ROS,0.22387338524263112,0.8741414510533982,0.28969072164948456,0.3146696528555431,6.68563484864057,0.6685330347144457,2.0483152866363525
LogisticRegression_linear,Passthrough,0.2220916354320366,0.8676025996496713,0.09393139841688654,0.04983202687569989,6.4168656084942155,0.6416573348264277,7.169365882873535
LogisticRegression_linear,Under_TomekLinks,0.22166807287466522,0.8678502764861599,0.0959409594095941,0.0509518477043673,6.456061122682224,0.6455767077267637,146.9196949005127
LogisticRegressionCV_linear,Over_ROS,0.22080803208787175,0.8736372991654461,0.315357931251971,0.2799552071668533,6.702432926149716,0.6702127659574468,13.788086175918579
EasyEnsemble,SMOTE_Tomek,0.22033415116204805,0.8765426149915425,0.09125041904123365,0.7620380739081747,6.444862404342793,0.6444568868980963,131.39102292060852
LogisticRegressionCV_linear,SMOTE_ENN,0.2178201270183993,0.8680105379685937,0.32326195365209737,0.30851063829787234,6.730429721998295,0.6730123180291153,138.7293827533722
EasyEnsemble,Passthrough,0.21749455580703947,0.8787084669344853,0.08361966734575972,0.7698768197088466,6.439263045173078,0.6438969764837627,3.480393648147583
EasyEnsemble,Over_ROS,0.2171099262677539,0.8760118059936145,0.08448317598644396,0.7816349384098544,6.439263045173078,0.6438969764837627,8.340561628341675
SVC_linear,Over_ROS,0.2154143808778671,0.8689657368525008,0.2718494676900223,0.30739081746920494,6.506455355209667,0.6506159014557671,2.3903543949127197
EasyEnsemble,Under_TomekLinks,0.21455864619076018,0.8788181129173731,0.08031509547050261,0.7877939529675252,6.377670094306205,0.6377379619260918,107.38565468788147
LogisticRegression_linear,Over_BORDER_SMOTE,0.21273930579865968,0.8742929980520391,0.15848946562659474,0.6086226203807391,6.7248303628285795,0.6724524076147816,3.490238666534424
RusBoost,Passthrough,0.21218484598539525,0.8056527433046841,0.07204301075268817,0.5627099664053752,5.268996978702493,0.526875699888018,4.339155673980713
SVC_linear,SMOTE_ENN,0.21112597428459803,0.8670213506656366,0.2608887906256909,0.3303471444568869,6.562448946906824,0.6562150055991042,128.60703992843628
LogisticRegressionCV_linear,Over_BORDER_SMOTE,0.20848951654783535,0.8737165346271012,0.1654576323506714,0.6002239641657335,6.752827158677158,0.6752519596864501,16.38848567008972
SVC_linear,Over_BORDER_SMOTE,0.19356061314351186,0.8718003046604145,0.13962167031270106,0.6075027995520716,6.691234207810286,0.6690929451287794,3.6548142433166504
BalancedRandomForest,Over_ROS,0.19300206396237335,0.8494064000225277,0.14021123526710547,0.5128779395296752,6.131298290838713,0.6131019036954087,4.479198455810547
SGDC_Internal_linear,Passthrough,0.1916037883226516,0.8075268275029315,0.05139241437663245,0.7821948488241881,5.022625175235,0.5022396416573348,1.8678488731384277
RandomForest_Internal,Passthrough,0.1891429988842631,0.743530706665542,0.1348347470020474,0.25811870100783874,3.7403719253701007,0.374020156774916,8.224442720413208
RusBoost,Over_SMOTE,0.18785596653738582,0.83222965007979,0.08746806508000537,0.7284434490481523,5.241000182853914,0.5240761478163494,3.8492252826690674
Ridge_linear,SMOTE_Tomek,0.18357382684771875,0.8602431375758841,0.27220355256841094,0.31746920492721165,6.523253432718814,0.6522956326987682,124.72874546051025
Ridge_linear,Over_SMOTE,0.18324131616519615,0.860262176758509,0.27266169752344316,0.31746920492721165,6.534452151058244,0.6534154535274356,1.097865104675293
Ridge_linear,Passthrough,0.1766516381183884,0.8502970357242179,0.09009009009009009,0.05039193729003359,6.3328752209484795,0.6332586786114222,0.9427371025085449
LogisticRegression_Internal_linear,Passthrough,0.1764933370099159,0.8751180529156081,0.08530748258103606,0.7883538633818589,6.691234207810286,0.6690929451287794,1.8688039779663086
LogisticRegressionCV_Internal_linear,Passthrough,0.17648671166555688,0.8751188548026976,0.08530489836721093,0.7883538633818589,6.691234207810286,0.6690929451287794,16.33668804168701
LogisticRegressionCV_linear,Under_NearMiss,0.1740778425561177,0.6574565619051745,0.024356856266226103,0.8667413213885778,2.2677404637348664,0.22676371780515117,2.295712471008301
Ridge_linear,Under_TomekLinks,0.17395500579495105,0.8501817056822416,0.09068261086198307,0.0509518477043673,6.349673298457627,0.6349384098544233,105.7909483909607
Ridge_linear,Over_ROS,0.1733920951124432,0.8611743893417265,0.26799897514732257,0.29283314669652855,6.551250228567392,0.6550951847704367,1.0561048984527588
SVC_Internal_linear,Passthrough,0.16587136754680476,0.872573790777134,0.05353319057815846,0.027995520716685332,6.590445742755403,0.6590145576707727,2.6058881282806396
Ridge_linear,SMOTE_ENN,0.16390072177412435,0.8553048173782343,0.2762482501166589,0.3314669652855543,6.551250228567392,0.6550951847704367,125.13624048233032
RusBoost,Over_ROS,0.16200427682076438,0.8403149101416921,0.08068979579946983,0.7754759238521837,5.2633976195327765,0.5263157894736842,0.9705138206481934
Ridge_linear,Over_BORDER_SMOTE,0.1583286301665395,0.8623292098044886,0.13055268595041322,0.5660694288913773,6.176093164196439,0.6175811870100784,2.2234246730804443
SGDC_linear,Over_SMOTE,0.14378385193015855,0.800969482779478,0.26472800200551516,0.2956326987681971,6.03050982578383,0.603023516237402,4.81374716758728
EasyEnsemble,Over_BORDER_SMOTE,0.14030509344718772,0.8737527209896799,0.09586332947890634,0.719484882418813,6.327275861778763,0.6326987681970885,30.70267152786255
Ridge_Internal_linear,Passthrough,0.1398687473438443,0.8656821831238821,0.0262582056892779,0.013437849944008958,5.974516234086673,0.5974244120940649,0.9939682483673096
SGDC_linear,SMOTE_Tomek,0.13397198635626653,0.8148271157842386,0.26650485436893206,0.30739081746920494,6.187291882535871,0.6187010078387458,128.0683798789978
RusBoost,SMOTE_Tomek,0.13377729684476952,0.8386328070519381,0.0777588608574524,0.7032474804031354,5.2074040278356195,0.5207166853303471,126.48131918907166
SGDC_linear,Under_NearMiss,0.1327536090132654,0.7056449440671195,0.030856455280573486,0.8471444568868981,2.5141122672023584,0.25139977603583424,1.8766100406646729
SGDC_linear,Passthrough,0.12707652363737393,0.7906062192971441,0.19584332533972823,0.13717805151175813,5.851330332352927,0.5851063829787234,2.5501506328582764
LogisticRegression_linear,Under_NearMiss,0.12250246408382214,0.699755946469393,0.030043809768688378,0.8505039193729004,2.4301218796566224,0.24300111982082867,5.442698001861572
SGDC_linear,SMOTE_ENN,0.11996133414596404,0.8615766178381193,0.19558902635825712,0.5089585666293394,6.7248303628285795,0.6724524076147816,127.37445902824402
SGDC_linear,Over_ROS,0.11209522682664286,0.8316940136571741,0.2308399191325124,0.3516237402015677,6.2040899600450174,0.620380739081747,4.484272718429565
SGDC_linear,Over_BORDER_SMOTE,0.10866990106178308,0.834663923259573,0.1291362002726484,0.5834266517357223,6.248884833402744,0.6248600223964166,7.647167921066284
SVC_linear,Under_NearMiss,0.1068575191000824,0.7110486775993053,0.030668462291870716,0.841545352743561,2.7884808665184284,0.2788353863381859,2.148653984069824
PassiveAggressive_linear,Over_BORDER_SMOTE,0.10624459903007413,0.851148388619809,0.19200450450450451,0.19092945128779396,6.03050982578383,0.603023516237402,3.6402394771575928
RusBoost,SMOTE_ENN,0.1028445225541066,0.8409783332298286,0.10313926618948317,0.5123180291153415,5.168208513647609,0.5167973124300111,129.03901171684265
PassiveAggressive_linear,Under_TomekLinks,0.0967638840697789,0.7837662544606339,0.0,0.0,4.949833506028696,0.49496080627099664,106.04766154289246
PassiveAggressive_linear,SMOTE_ENN,0.08911412933989657,0.8323866106213931,0.07077205882352941,0.04311310190369541,6.052907262462693,0.6052631578947368,126.15560102462769
PassiveAggressive_linear,Under_NearMiss,0.08892533277704255,0.7068202835001277,0.027661357921207042,0.812989921612542,2.978859078288763,0.2978723404255319,2.0593276023864746
RusBoost,Over_BORDER_SMOTE,0.07864436145892399,0.8565018222545967,0.10254099837808614,0.6371780515117581,5.87372776903179,0.5873460246360582,3.221205949783325
PassiveAggressive_linear,SMOTE_Tomek,0.06553829602381649,0.8221922297128138,0.04032997250229148,0.02463605823068309,4.949833506028696,0.49496080627099664,125.86174893379211
PassiveAggressive_Internal_linear,Passthrough,0.06453942729254639,0.7839748384963976,0.0011148272017837235,0.0005599104143337066,4.759455294258362,0.47592385218365063,2.396085500717163
PassiveAggressive_linear,Over_ROS,0.062462125971580906,0.8014757987964428,0.019772614928324272,0.011198208286674132,5.408980957945386,0.5408734602463606,2.276437759399414
PassiveAggressive_linear,Over_SMOTE,0.05751993110706815,0.7595777748227112,0.03433055419323198,0.01959686450167973,4.759455294258362,0.47592385218365063,2.209439277648926
PassiveAggressive_linear,Passthrough,0.04920368637812364,0.6953895311779047,0.0,0.0,4.412295025735987,0.4412094064949608,1.8453118801116943
EasyEnsemble,Under_NearMiss,0.035822716058528305,0.7672310109691327,0.029495396487250053,0.9031354983202687,3.085246902513362,0.30851063829787234,4.258206844329834
Ridge_linear,Under_NearMiss,0.02527553683232588,0.746501321542128,0.04587489527181903,0.8124300111982082,2.5701058588995154,0.25699888017917133,1.9261362552642822
CatBoost,Under_NearMiss,0.017937514321211327,0.68941135021001,0.02176214945074933,0.9378499440089586,1.5230256941626756,0.1522956326987682,15.12397027015686
XGBoost,Under_NearMiss,0.013914001791833277,0.6455221407595111,0.022977725674091443,0.9328107502799552,0.996685932209398,0.09966405375139978,2.162369728088379
GradientBoosting,Under_NearMiss,0.01370680872712713,0.6239059023565857,0.02283337636689719,0.916013437849944,1.3550449190712042,0.135498320268757,5.366130828857422
LightGBM,Under_NearMiss,0.012432410032363589,0.6128007548378943,0.021912012431606575,0.9395296752519597,0.39755450104981604,0.03975363941769317,2.9331178665161133
