Model,Sampler,PR_AUC,ROC_AUC,F1_Score,Recall,Lift_Top10,Gain_Top10,Time_Sec
Stacking_CatBoost_LightGBM,Passthrough,0.4407917366134663,0.9126133383669943,0.20550978828948535,0.6494960806270996,7.368756667345886,0.7368421052631579,152.0066647529602
Voting_Soft_CatBoost_LightGBM,Passthrough,0.4385553133974458,0.9116864486736935,0.43056141831996625,0.2855543113101904,7.267968202291005,0.7267637178051511,49.94350481033325
Bagging_CatBoost,Passthrough,0.4383064280453958,0.9071130917657815,0.4229266174554928,0.2726763717805151,7.228772688102994,0.7228443449048152,409.46866822242737
Stacking_CatBoost_LightGBM_ROS_05,Passthrough,0.4362194153384009,0.9125118078679049,0.16923603973963686,0.6914893617021277,7.407952181533897,0.7407614781634938,136.97771406173706
Stacking_CatBoost_LightGBM_InternalBalanceAuto,Passthrough,0.434324045951938,0.9052304718176106,0.10023242300987797,0.7726763717805151,7.178378455575553,0.7178051511758119,142.62388849258423
Stacking_CatBoost_LightGBM_InternalBalanceScale,Passthrough,0.43341100992317133,0.8949717273934794,0.10564532216237782,0.7413213885778276,7.015997039653797,0.7015677491601344,152.55145692825317
Stacking_CatBoost_LightGBM_ROS_2,Passthrough,0.43320269164707964,0.9114114094530418,0.13989553605083194,0.7273236282194849,7.323961793988161,0.7323628219484882,144.9087734222412
Bagging_LightGBM_40,Passthrough,0.43220051181610464,0.9135537699687759,0.3911699779249448,0.24804031354983203,7.46954513240077,0.7469204927211646,23.68829321861267
Stacking_CatBoost_InternalBalanceScale_LightGBM,Passthrough,0.40687280863594544,0.8861428474834072,0.11732502713672188,0.6959686450167973,6.84241690539261,0.6842105263157895,153.0955502986908
Stacking_CatBoost_InternalBalanceAuto_LightGBM,Passthrough,0.4044138893297256,0.8860098066862131,0.11729706757331067,0.6954087346024636,6.848016264562326,0.6847704367301232,157.22995281219482
Stacking_CatBoost_InternalBalanceScale_LightGBM_InternalBalanceScale,Passthrough,0.37820158685189925,0.8840759352035557,0.0890871476596845,0.7715565509518477,6.758426517846874,0.6758118701007839,141.8499255180359
Stacking_CatBoost_InternalBalanceAuto_LightGBM_InternalBalanceScale,Passthrough,0.3766601484604214,0.8839209198017199,0.08917692806221646,0.7704367301231803,6.736029081168011,0.673572228443449,156.27126622200012
Stacking_CatBoost_InternalBalanceScale_LightGBM_InternalBalanceAuto,Passthrough,0.35652950491514185,0.9012962962104182,0.08579881656804733,0.7956326987681971,7.116785504708679,0.7116461366181411,161.76511597633362
Stacking_CatBoost_InternalBalanceAuto_LightGBM_InternalBalanceAuto,Passthrough,0.3532125154267916,0.9013448763981545,0.08562986190677199,0.7950727883538634,7.105586786369249,0.7105263157894737,148.35741639137268
